PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_4445	FLA2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	403	43448.42	Experimental evidence at transcript level	--NA--
PPepDB_4446	FUCO2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	843	93725.33	Experimental evidence at protein level	--NA--
PPepDB_4447	GUN2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	515	56707.72	Experimental evidence at transcript level	--NA--
PPepDB_4448	IP23_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	201	21419.3	Experimental evidence at transcript level	--NA--
PPepDB_4449	ZIP7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	365	39378.06	Experimental evidence at transcript level	--NA--
PPepDB_4450	CRK3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	646	71611.05	Experimental evidence at transcript level	--NA--
PPepDB_4451	FUCO1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	506	57114.3	Predicted	--NA--
PPepDB_4452	ZEB1_MAIZE	Zea mays	--NA--	Signaling-peptide	180	19530.92	Experimental evidence at transcript level	--NA--
PPepDB_4453	SRF2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	735	81299.05	Experimental evidence at protein level	--NA--
PPepDB_4454	WAKLE_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	731	80740.52	Experimental evidence at transcript level	--NA--
PPepDB_4455	SCP5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	438	49938	Experimental evidence at transcript level	--NA--
PPepDB_4456	E13B_PRUPE	Prunus persica	--NA--	Signaling-peptide	350	38231.88	Protein inferred from homology	--NA--
PPepDB_4457	ATL1H_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	327	36501.66	Experimental evidence at transcript level	--NA--
PPepDB_4458	BGL12_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	911	102374.01	Experimental evidence at transcript level	--NA--
PPepDB_4459	COBL2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	49697.27	Experimental evidence at transcript level	--NA--
PPepDB_4460	RBL2_HETTR	Heterocapsa triquetra	--NA--	Signaling-peptide	740	79148.06	Experimental evidence at transcript level	--NA--
PPepDB_4461	GUN20_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	479	52449.77	Experimental evidence at transcript level	--NA--
PPepDB_4462	CRR13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	255	29435.52	Protein inferred from homology	--NA--
PPepDB_4463	EA6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	478	53471.92	Experimental evidence at transcript level	--NA--
PPepDB_4464	MPA53_PHAAQ	Phalaris aquatica	--NA--	Signaling-peptide	294	30344.53	Experimental evidence at protein level	--NA--
PPepDB_4465	XYP11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	176	18088.81	Experimental evidence at transcript level	--NA--
PPepDB_4466	FLA19_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	248	26735.58	Experimental evidence at transcript level	--NA--
PPepDB_4467	FUCO1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	517	56792.3	Protein inferred from homology	--NA--
PPepDB_4468	108_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	102	10576.28	Experimental evidence at transcript level	--NA--
PPepDB_4469	SCP8_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	433	49439.27	Experimental evidence at protein level	--NA--
PPepDB_4470	GLPQ2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	759	82561.08	Experimental evidence at transcript level	--NA--
PPepDB_4471	SCP42_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	473	52874.15	Experimental evidence at transcript level	--NA--
PPepDB_4472	CLV3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	96	10870.58	Experimental evidence at protein level	--NA--
PPepDB_4473	LAC8_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	584	65282.12	Experimental evidence at transcript level	--NA--
PPepDB_4474	LECN_PEA	Pisum sativum	--NA--	Signaling-peptide	265	28530.41	Experimental evidence at transcript level	--NA--
PPepDB_4475	SRF7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	717	77634.92	Experimental evidence at protein level	--NA--
PPepDB_4476	HTH_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	594	65344.07	Experimental evidence at protein level	--NA--
PPepDB_4477	CRK4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	676	75922.74	Experimental evidence at transcript level	--NA--
PPepDB_4478	PME2_CITSI	Citrus sinensis	--NA--	Signaling-peptide	510	56327.77	Experimental evidence at transcript level	--NA--
PPepDB_4479	SCP15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	436	49350.15	Experimental evidence at transcript level	--NA--
PPepDB_4480	HEVE_HEVBR	Hevea brasiliensis	--NA--	Signaling-peptide	204	21859.28	Experimental evidence at protein level	--NA--
PPepDB_4481	WAKLL_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	764	85211.79	Protein inferred from homology	--NA--
PPepDB_4482	PR04_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	159	17438.58	Experimental evidence at transcript level	--NA--
PPepDB_4483	PR06_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	159	17519.73	Experimental evidence at protein level	--NA--
PPepDB_4484	THN_BRARP	Brassica rapa subsp. pekinensis	--NA--	Signaling-peptide	133	13961.14	Experimental evidence at transcript level	--NA--
PPepDB_4485	SLSG1_BRAOA	Brassica oleracea var. alboglabra	--NA--	Signaling-peptide	444	50253.93	Experimental evidence at transcript level	--NA--
PPepDB_4486	SLSG0_BRAOA	Brassica oleracea var. alboglabra	--NA--	Signaling-peptide	444	50358.04	Experimental evidence at transcript level	--NA--
PPepDB_4487	GUB_NICPL	Nicotiana plumbaginifolia	--NA--	Signaling-peptide	370	40599.19	Experimental evidence at transcript level	--NA--
PPepDB_4488	SCP43_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	442	49773.6	Experimental evidence at transcript level	--NA--
PPepDB_4489	PER34_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	353	38832.12	Experimental evidence at protein level	--NA--
PPepDB_4490	PER1A_ARMRU	Armoracia rusticana, Armoracia laphatifolia	--NA--	Signaling-peptide	353	38825.09	Experimental evidence at protein level	--NA--
PPepDB_4491	CRK20_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	666	74057.5	Experimental evidence at transcript level	--NA--
PPepDB_4492	SCP36_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	482	54358.82	Experimental evidence at transcript level	--NA--
PPepDB_4493	LCR68_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8544.07	Experimental evidence at transcript level	--NA--
PPepDB_4494	LCR69_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8524.07	Experimental evidence at transcript level	--NA--
PPepDB_4495	LECS_SOPJA	Sophora japonica	--NA--	Signaling-peptide	292	31656.59	Experimental evidence at transcript level	--NA--
PPepDB_4496	SCP35_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	480	53608.04	Experimental evidence at transcript level	--NA--
PPepDB_4497	FH16_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	906	95565.26	Experimental evidence at transcript level	--NA--
PPepDB_4498	FLA18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	462	50792.02	Experimental evidence at transcript level	--NA--
PPepDB_4499	CBPR_HEVBR	Hevea brasiliensis	--NA--	Signaling-peptide	238	27182.92	Experimental evidence at protein level	--NA--
PPepDB_4500	GP1_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	630	68959.53	Experimental evidence at protein level	--NA--
PPepDB_4501	ASO_CUCSA	Cucumis sativus	--NA--	Signaling-peptide	587	65875.63	Experimental evidence at protein level	--NA--
PPepDB_4502	AGP18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	209	20489.28	Experimental evidence at transcript level	--NA--
PPepDB_4503	SRF4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	687	74911.4	Experimental evidence at transcript level	--NA--
PPepDB_4504	ILL4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	440	48263.46	Experimental evidence at protein level	--NA--
PPepDB_4505	ILL5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	435	47381.38	Protein inferred from homology	--NA--
PPepDB_4506	BIP4_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	667	73522.32	Experimental evidence at transcript level	--NA--
PPepDB_4507	GL23_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	219	23032.76	Experimental evidence at transcript level	--NA--
PPepDB_4508	GL21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	207	21611.87	Experimental evidence at transcript level	--NA--
PPepDB_4509	GL22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	219	23441.17	Experimental evidence at transcript level	--NA--
PPepDB_4510	SSG2_AVESA	Avena sativa	--NA--	Signaling-peptide	518	58675.59	Protein inferred from homology	--NA--
PPepDB_4511	SSG1_AVESA	Avena sativa	--NA--	Signaling-peptide	518	58544.52	Experimental evidence at transcript level	--NA--
PPepDB_4512	AMY1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	434	48456.54	Experimental evidence at protein level	--NA--
PPepDB_4513	AGP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	131	12637.46	Experimental evidence at transcript level	--NA--
PPepDB_4514	MAN4_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	399	45338.67	Experimental evidence at protein level	--NA--
PPepDB_4515	SCP34_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	499	56329.07	Experimental evidence at transcript level	--NA--
PPepDB_4516	EXPB1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	267	28626.75	Experimental evidence at protein level	--NA--
PPepDB_4517	CALX2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	532	60490.17	Experimental evidence at transcript level	--NA--
PPepDB_4518	E13A_SOYBN	Glycine max	--NA--	Signaling-peptide	347	38111.88	Experimental evidence at protein level	--NA--
PPepDB_4519	Y639_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	624	67762.41	Experimental evidence at transcript level	--NA--
PPepDB_4520	CRK15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	627	69704.65	Experimental evidence at transcript level	--NA--
PPepDB_4521	AGP19_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	222	21805.9	Experimental evidence at transcript level	--NA--
PPepDB_4522	FH8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	892	95343.87	Experimental evidence at transcript level	--NA--
PPepDB_4523	GP1_CHLRE	Chlamydomonas reinhardtii	--NA--	Signaling-peptide	555	54220.15	Experimental evidence at protein level	--NA--
PPepDB_4524	COBL7_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	439	49305.1	Protein inferred from homology	--NA--
PPepDB_4525	EXP23_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	267	28573.53	Experimental evidence at transcript level	--NA--
PPepDB_4526	GLR28_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	947	107188.61	Experimental evidence at transcript level	--NA--
PPepDB_4527	PER1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	326	35308.33	Experimental evidence at transcript level	--NA--
PPepDB_4528	Y4744_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	404	44619.36	Experimental evidence at transcript level	--NA--
PPepDB_4529	PGLR_BRANA	Brassica napus	--NA--	Signaling-peptide	397	42447.47	Experimental evidence at transcript level	--NA--
PPepDB_4530	AGP6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	150	14569.15	Experimental evidence at transcript level	--NA--
PPepDB_4531	FH8_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	760	83602.83	Experimental evidence at protein level	--NA--
PPepDB_4532	VPEG_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	494	54335.95	Experimental evidence at protein level	--NA--
PPepDB_4533	PDI1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	501	55601.59	Experimental evidence at protein level	--NA--
PPepDB_4534	PERX_NICSY	Nicotiana sylvestris	--NA--	Signaling-peptide	322	34646.18	Experimental evidence at transcript level	--NA--
PPepDB_4535	EXB16_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	272	28840.69	Protein inferred from homology	--NA--
PPepDB_4536	EXLA3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	263	28558.76	Experimental evidence at transcript level	--NA--
PPepDB_4537	CHIP_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	253	27469.44	Experimental evidence at protein level	--NA--
PPepDB_4538	CHIA_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	253	27631.98	Experimental evidence at protein level	--NA--
PPepDB_4539	CHIA_SOLCI	Solanum chilense, Lycopersicon chilense	--NA--	Signaling-peptide	253	27568.93	Experimental evidence at transcript level	--NA--
PPepDB_4540	RCH2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	1141	124503.71	Experimental evidence at protein level	--NA--
PPepDB_4541	LAC18_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	595	66188.6	Experimental evidence at transcript level	--NA--
PPepDB_4542	LAC18_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	595	66058.35	Protein inferred from homology	--NA--
PPepDB_4543	PMEU1_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	583	64103.07	Experimental evidence at transcript level	--NA--
PPepDB_4544	GDA4_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	297	34238.6	Experimental evidence at transcript level	--NA--
PPepDB_4545	CYF_NYMAL	Nymphaea alba	--NA--	Signaling-peptide	322	35568.19	Protein inferred from homology	--NA--
PPepDB_4546	CYF_ANTFO	Anthoceros formosae	--NA--	Signaling-peptide	322	35744.55	Experimental evidence at transcript level	--NA--
PPepDB_4547	ABP20_PRUPE	Prunus persica	--NA--	Signaling-peptide	214	22086.56	Experimental evidence at transcript level	--NA--
PPepDB_4548	RIP4_SAPOF	Saponaria officinalis	--NA--	Signaling-peptide	157	17519.78	Protein inferred from homology	--NA--
PPepDB_4549	RIP2_SAPOF	Saponaria officinalis	--NA--	Signaling-peptide	292	32810.57	Experimental evidence at protein level	--NA--
PPepDB_4550	CYF_OSTTA	Ostreococcus tauri	--NA--	Signaling-peptide	307	32963.01	Protein inferred from homology	--NA--
PPepDB_4551	MAN1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	432	46874.91	Experimental evidence at transcript level	--NA--
PPepDB_4552	DEF2_PETHY	Petunia hybrida	--NA--	Signaling-peptide	101	11049.03	Experimental evidence at protein level	--NA--
PPepDB_4553	LEGA_GOSHI	Gossypium hirsutum, Gossypium mexicanum	--NA--	Signaling-peptide	509	58425	Experimental evidence at transcript level	--NA--
PPepDB_4554	LEAF_CYNDA	Cynodon dactylon	--NA--	Signaling-peptide	271	28856.19	Experimental evidence at protein level	--NA--
PPepDB_4555	GLR11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	808	90509.14	Experimental evidence at transcript level	--NA--
PPepDB_4556	WIN1_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	200	21418.98	Experimental evidence at transcript level	--NA--
PPepDB_4557	BGAL8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	673	75674.38	Experimental evidence at transcript level	--NA--
PPepDB_4558	12S2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	455	50558.29	Experimental evidence at protein level	--NA--
PPepDB_4559	Y5659_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	625	67463.39	Experimental evidence at protein level	--NA--
PPepDB_4560	EXP23_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	269	29658.85	Experimental evidence at transcript level	--NA--
PPepDB_4561	ZEAM_MAIZE	Zea mays	--NA--	Signaling-peptide	227	23999.14	Experimental evidence at protein level	--NA--
PPepDB_4562	SCP32_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	463	52824.65	Experimental evidence at transcript level	--NA--
PPepDB_4563	C79F1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	538	61695.47	Experimental evidence at protein level	--NA--
PPepDB_4564	PER10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	350	38030.16	Experimental evidence at protein level	--NA--
PPepDB_4565	GUN16_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	538	58892.58	Experimental evidence at transcript level	--NA--
PPepDB_4566	PER5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	321	35007.01	Protein inferred from homology	--NA--
PPepDB_4567	ATL5C_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	407	45269.49	Experimental evidence at transcript level	--NA--
PPepDB_4568	CRK41_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	665	74887.24	Protein inferred from homology	--NA--
PPepDB_4569	WHW1_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	146	15634.56	Experimental evidence at protein level	--NA--
PPepDB_4570	LCR31_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	81	9111.77	Protein inferred from homology	--NA--
PPepDB_4571	PSAF_PORPU	Porphyra purpurea	--NA--	Signaling-peptide	185	20156.65	Protein inferred from homology	--NA--
PPepDB_4572	INVA_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	636	70097.02	Experimental evidence at transcript level	--NA--
PPepDB_4573	GUN22_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	532	58570.51	Experimental evidence at transcript level	--NA--
PPepDB_4574	FH2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	894	98320.17	Protein inferred from homology	--NA--
PPepDB_4575	COBL5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	204	22480.18	Experimental evidence at transcript level	--NA--
PPepDB_4576	EXP28_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	255	27114.72	Experimental evidence at transcript level	--NA--
PPepDB_4577	SKS1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	589	65876.78	Experimental evidence at transcript level	--NA--
PPepDB_4578	C79F2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	537	61432.06	Experimental evidence at protein level	--NA--
PPepDB_4579	WAKLK_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	788	87391.38	Protein inferred from homology	--NA--
PPepDB_4580	HIPL1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	695	75225.05	Protein inferred from homology	--NA--
PPepDB_4581	PER71_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	328	34889.59	Experimental evidence at protein level	--NA--
PPepDB_4582	PER17_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	329	36669.92	Experimental evidence at transcript level	--NA--
PPepDB_4583	RIP2_PHYAM	Phytolacca americana	--NA--	Signaling-peptide	310	34693.81	Experimental evidence at protein level	--NA--
PPepDB_4584	VPE_RICCO	Ricinus communis	--NA--	Signaling-peptide	497	55105.55	Experimental evidence at protein level	--NA--
PPepDB_4585	BRL1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	1166	127424.03	Experimental evidence at protein level	--NA--
PPepDB_4586	PEL3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	459	51454.53	Experimental evidence at transcript level	--NA--
PPepDB_4587	INV6_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	596	64743.38	Experimental evidence at transcript level	--NA--
PPepDB_4588	RIP1_BRYDI	Bryonia dioica	--NA--	Signaling-peptide	290	31788.51	Experimental evidence at protein level	--NA--
PPepDB_4589	BSPA_POPDE	Populus deltoides	--NA--	Signaling-peptide	312	34153.61	Experimental evidence at transcript level	--NA--
PPepDB_4590	PME_BRANA	Brassica napus	--NA--	Signaling-peptide	584	62938.78	Experimental evidence at transcript level	--NA--
PPepDB_4591	CAH2_CHLRE	Chlamydomonas reinhardtii	--NA--	Signaling-peptide	380	42172.19	Experimental evidence at protein level	--NA--
PPepDB_4592	SCP21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	504	55994.72	Experimental evidence at transcript level	--NA--
PPepDB_4593	XTH30_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	343	39887.98	Experimental evidence at transcript level	--NA--
PPepDB_4594	INVA_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	651	72685.73	Experimental evidence at transcript level	--NA--
PPepDB_4595	CYSP_PEA	Pisum sativum	--NA--	Signaling-peptide	363	40126.25	Experimental evidence at transcript level	--NA--
PPepDB_4596	THN21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	134	14350.68	Experimental evidence at transcript level	--NA--
PPepDB_4597	13S1_FAGES	Fagopyrum esculentum	--NA--	Signaling-peptide	565	64518.13	Experimental evidence at transcript level	--NA--
PPepDB_4598	BGAL1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	827	91711.05	Experimental evidence at transcript level	--NA--
PPepDB_4599	BGL10_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	809	89616.29	Protein inferred from homology	--NA--
PPepDB_4600	SLSG6_BRAOL	Brassica oleracea	--NA--	Signaling-peptide	436	49779.37	Experimental evidence at transcript level	--NA--
PPepDB_4601	PEL12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	483	53593.49	Experimental evidence at transcript level	--NA--
PPepDB_4602	HSYA_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	165	18343.56	Experimental evidence at protein level	--NA--
PPepDB_4603	BGAL9_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	715	78280.16	Experimental evidence at transcript level	--NA--
PPepDB_4604	GLR27_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	952	107405.63	Experimental evidence at transcript level	--NA--
PPepDB_4605	E13H_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	339	36994.71	Experimental evidence at protein level	--NA--
PPepDB_4606	EXPA5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	255	27611.4	Experimental evidence at transcript level	--NA--
PPepDB_4607	MDL1_PRUSE	Prunus serotina	--NA--	Signaling-peptide	563	61200.07	Experimental evidence at protein level	--NA--
PPepDB_4608	ANAN_ANACO	Ananas comosus	--NA--	Signaling-peptide	345	38248.39	Experimental evidence at protein level	--NA--
PPepDB_4609	WAKLF_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	642	70744.95	Experimental evidence at transcript level	--NA--
PPepDB_4610	CRK5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	659	73402.04	Experimental evidence at protein level	--NA--
PPepDB_4611	GLR35_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	953	106811.21	Experimental evidence at transcript level	--NA--
PPepDB_4612	XTH11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	267	30796.88	Experimental evidence at transcript level	--NA--
PPepDB_4613	CRR1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	287	32790.01	Protein inferred from homology	--NA--
PPepDB_4614	COBL9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	663	73135.73	Experimental evidence at transcript level	--NA--
PPepDB_4615	LAC9_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	579	64371.03	Protein inferred from homology	--NA--
PPepDB_4616	CVCA_PEA	Pisum sativum	--NA--	Signaling-peptide	571	66989.84	Experimental evidence at protein level	--NA--
PPepDB_4617	PER1_ARAHY	Arachis hypogaea	--NA--	Signaling-peptide	316	33517.8	Experimental evidence at protein level	--NA--
PPepDB_4618	PGLR_ACTCH	Actinidia chinensis	--NA--	Signaling-peptide	467	50775.81	Experimental evidence at transcript level	--NA--
PPepDB_4619	Y5720_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	669	74006.2	Experimental evidence at protein level	--NA--
PPepDB_4620	GUN1_PERAE	Persea americana	--NA--	Signaling-peptide	494	54079.36	Experimental evidence at transcript level	--NA--
PPepDB_4621	PER6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	326	36253.4	Experimental evidence at transcript level	--NA--
PPepDB_4622	WAKLJ_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	769	85704.02	Experimental evidence at transcript level	--NA--
PPepDB_4623	PGLR_MEDSA	Medicago sativa	--NA--	Signaling-peptide	421	43952.99	Experimental evidence at transcript level	--NA--
PPepDB_4624	E13B_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	461	48873.48	Experimental evidence at transcript level	--NA--
PPepDB_4625	CKX1_MAIZE	Zea mays	--NA--	Signaling-peptide	534	57228.82	Experimental evidence at protein level	--NA--
PPepDB_4626	GL11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	217	23194.71	Experimental evidence at transcript level	--NA--
PPepDB_4627	BRL2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	1143	125675.78	Experimental evidence at protein level	--NA--
PPepDB_4628	EXP30_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	266	27930.67	Protein inferred from homology	--NA--
PPepDB_4629	BGAL6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	718	79759.1	Experimental evidence at transcript level	--NA--
PPepDB_4630	LAC5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	580	64133.06	Experimental evidence at transcript level	--NA--
PPepDB_4631	CHIA_SECCE	Secale cereale	--NA--	Signaling-peptide	321	33641.7	Experimental evidence at protein level	--NA--
PPepDB_4632	CHI1_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	329	35156.49	Experimental evidence at protein level	--NA--
PPepDB_4633	XTH3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	290	33259.01	Experimental evidence at transcript level	--NA--
PPepDB_4634	PER1_SORBI	Sorghum bicolor, Sorghum vulgare	--NA--	Signaling-peptide	213	21866.97	Experimental evidence at protein level	--NA--
PPepDB_4635	WAKLP_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	640	70730.21	Predicted	--NA--
PPepDB_4636	PEL_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	397	44351.62	Experimental evidence at transcript level	--NA--
PPepDB_4637	MPA92_POAPR	Poa pratensis, Phalaris japonica	--NA--	Signaling-peptide	333	32661.12	Experimental evidence at protein level	--NA--
PPepDB_4638	EXLA2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	265	28642.68	Experimental evidence at transcript level	--NA--
PPepDB_4639	ZIP3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	339	36043.42	Experimental evidence at transcript level	--NA--
PPepDB_4640	PSK5_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	102	10985.47	Experimental evidence at protein level	--NA--
PPepDB_4641	CYF_PORPU	Porphyra yezoensis	--NA--	Signaling-peptide	320	35012.48	Protein inferred from homology	--NA--
PPepDB_4642	CYF_PORYE	Porphyra yezoensis	--NA--	Signaling-peptide	320	35074.56	Protein inferred from homology	--NA--
